,Village,District,Region,Population
1451,Imfayatonse,Dowa,Central,2320.027027027027
1452,James,Dowa,Central,2320.027027027027
1453,Jolophati,Dowa,Central,2320.027027027027
1454,Jonasi,Dowa,Central,2320.027027027027
1455,Jossen,Dowa,Central,2320.027027027027
1456,Juma Mchewa,Dowa,Central,2320.027027027027
1457,Kabwinja,Dowa,Central,2320.027027027027
1458,Kachigamba,Dowa,Central,2320.027027027027
1459,Kachikhada,Dowa,Central,2320.027027027027
1460,Kachikwama,Dowa,Central,2320.027027027027
1461,Kachinga,Dowa,Central,2320.027027027027
1462,Kachipande,Dowa,Central,2320.027027027027
1463,Kachira,Dowa,Central,2320.027027027027
1464,Kachisa,Dowa,Central,2320.027027027027
1465,Kadembo,Dowa,Central,2320.027027027027
1466,Kadikira,Dowa,Central,2320.027027027027
1467,Kadzanja,Dowa,Central,2320.027027027027
1468,Kadzimete,Dowa,Central,2320.027027027027
1469,Kalimbira,Dowa,Central,2320.027027027027
1470,Kalinda,Dowa,Central,2320.027027027027
1471,Kalisha,Dowa,Central,2320.027027027027
1472,Kaliza,Dowa,Central,2320.027027027027
1473,Kalombo,Dowa,Central,2320.027027027027
1474,Kalonga,Dowa,Central,2320.027027027027
1475,Kalulu,Dowa,Central,2320.027027027027
1476,Kalungulu,Dowa,Central,2320.027027027027
1477,Kamankodola,Dowa,Central,2320.027027027027
1478,Kamathu,Dowa,Central,2320.027027027027
1479,Kambizi,Dowa,Central,2320.027027027027
1480,Kambulire,Dowa,Central,2320.027027027027
1481,Kameta,Dowa,Central,2320.027027027027
1482,Kamkosi,Dowa,Central,2320.027027027027
1483,Kamkwamba,Dowa,Central,2320.027027027027
1484,Kamoto,Dowa,Central,2320.027027027027
1485,Kamphenga,Dowa,Central,2320.027027027027
1486,Kamsikili,Dowa,Central,2320.027027027027
1487,Kamsumbudzula,Dowa,Central,2320.027027027027
1488,Kamungwe,Dowa,Central,2320.027027027027
1489,Kamzati,Dowa,Central,2320.027027027027
1490,Kankholo,Dowa,Central,2320.027027027027
1491,Kantchentche,Dowa,Central,2320.027027027027
1492,Kanyangala,Dowa,Central,2320.027027027027
1493,Kapazila,Dowa,Central,2320.027027027027
1494,Kapelula,Dowa,Central,2320.027027027027
1495,Kaphinda,Dowa,Central,2320.027027027027
1496,Kapida,Dowa,Central,2320.027027027027
1497,Kapisilira,Dowa,Central,2320.027027027027
1498,Kaputalambwe,Dowa,Central,2320.027027027027
1499,Kasamba,Dowa,Central,2320.027027027027
1500,Kaseleka,Dowa,Central,2320.027027027027
1501,Kasese,Dowa,Central,2320.027027027027
1502,Katengeza,Dowa,Central,2320.027027027027
1503,Kathewela,Dowa,Central,2320.027027027027
1504,Katontha II,Dowa,Central,2320.027027027027
1505,Katunga,Dowa,Central,2320.027027027027
1506,Katuta,Dowa,Central,2320.027027027027
1507,Kaudzu,Dowa,Central,2320.027027027027
1508,Kaundama,Dowa,Central,2320.027027027027
1509,Kaunjirile,Dowa,Central,2320.027027027027
1510,Kavala,Dowa,Central,2320.027027027027
1511,Kavuwe,Dowa,Central,2320.027027027027
1512,Kawale,Dowa,Central,2320.027027027027
1513,Kawere,Dowa,Central,2320.027027027027
1514,Kayala,Dowa,Central,2320.027027027027
1515,Kayembe,Dowa,Central,2320.027027027027
1516,Kayinja,Dowa,Central,2320.027027027027
1517,Kazota,Dowa,Central,2320.027027027027
1518,Khosi,Dowa,Central,2320.027027027027
1519,Khungwa,Dowa,Central,2320.027027027027
1520,Khwema,Dowa,Central,2320.027027027027
1521,Kuphera,Dowa,Central,2320.027027027027
1522,Kushangula,Dowa,Central,2320.027027027027
1523,Kutekera,Dowa,Central,2320.027027027027
1524,Kwanukha,Dowa,Central,2320.027027027027
1525,Kwenje,Dowa,Central,2320.027027027027
1526,Labvu,Dowa,Central,2320.027027027027
1527,Langwani,Dowa,Central,2320.027027027027
1528,Lichere,Dowa,Central,2320.027027027027
1529,Lipemphe,Dowa,Central,2320.027027027027
1530,Lipiri,Dowa,Central,2320.027027027027
1531,Lodzeni,Dowa,Central,2320.027027027027
1532,Loke,Dowa,Central,2320.027027027027
1533,Longwe,Dowa,Central,2320.027027027027
1534,Lovimbi,Dowa,Central,2320.027027027027
1535,Lufeyo,Dowa,Central,2320.027027027027
1536,Lumwira,Dowa,Central,2320.027027027027
1537,Lundu,Dowa,Central,2320.027027027027
1538,M'biya,Dowa,Central,2320.027027027027
1539,M'bobo,Dowa,Central,2320.027027027027
1540,M'dzinga,Dowa,Central,2320.027027027027
1541,M'mero,Dowa,Central,2320.027027027027
1542,Madisi,Dowa,Central,2320.027027027027
1543,Mafika,Dowa,Central,2320.027027027027
1544,Mafosha,Dowa,Central,2320.027027027027
1545,Magantha,Dowa,Central,2320.027027027027
1546,Makalani,Dowa,Central,2320.027027027027
1547,Makanga,Dowa,Central,2320.027027027027
1548,Makombwa,Dowa,Central,2320.027027027027
1549,Makwinja,Dowa,Central,2320.027027027027
1550,Malabada,Dowa,Central,2320.027027027027
1551,Malinga,Dowa,Central,2320.027027027027
1552,Malipa,Dowa,Central,2320.027027027027
1553,Malovu,Dowa,Central,2320.027027027027
1554,Mambula,Dowa,Central,2320.027027027027
1555,Mande,Dowa,Central,2320.027027027027
1556,Mankhokwe,Dowa,Central,2320.027027027027
1557,Matekela,Dowa,Central,2320.027027027027
1558,Matekenya,Dowa,Central,2320.027027027027
1559,Matekwe,Dowa,Central,2320.027027027027
1560,Mawende,Dowa,Central,2320.027027027027
1561,Maweru,Dowa,Central,2320.027027027027
1562,Mayani,Dowa,Central,2320.027027027027
1563,Mazinga,Dowa,Central,2320.027027027027
1564,Mbalame,Dowa,Central,2320.027027027027
1565,Mbangala,Dowa,Central,2320.027027027027
1566,Mbayo,Dowa,Central,2320.027027027027
1567,Mbedza,Dowa,Central,2320.027027027027
1568,Mberekete,Dowa,Central,2320.027027027027
1569,Mbuwa,Dowa,Central,2320.027027027027
1570,Mdambwe,Dowa,Central,2320.027027027027
1571,Mdatseka,Dowa,Central,2320.027027027027
1572,Mduku,Dowa,Central,2320.027027027027
1573,Mdzikometsa,Dowa,Central,2320.027027027027
1574,Misi,Dowa,Central,2320.027027027027
1575,Misili,Dowa,Central,2320.027027027027
1576,Mkhala,Dowa,Central,2320.027027027027
1577,Mkhalapadzuwa,Dowa,Central,2320.027027027027
1578,Mkowo,Dowa,Central,2320.027027027027
1579,Mkukula,Dowa,Central,2320.027027027027
1580,Mkwela,Dowa,Central,2320.027027027027
1581,Mkwenya,Dowa,Central,2320.027027027027
1582,Mkwichi,Dowa,Central,2320.027027027027
1583,Mkwinda,Dowa,Central,2320.027027027027
1584,Mkwinya,Dowa,Central,2320.027027027027
1585,Mlangali,Dowa,Central,2320.027027027027
1586,Mlengwe,Dowa,Central,2320.027027027027
1587,Mnjeza,Dowa,Central,2320.027027027027
1588,Mondwe,Dowa,Central,2320.027027027027
1589,Moyomsana,Dowa,Central,2320.027027027027
1590,Mpanje,Dowa,Central,2320.027027027027
1591,Mphambanya,Dowa,Central,2320.027027027027
1592,Mphanda,Dowa,Central,2320.027027027027
1593,Mphanji,Dowa,Central,2320.027027027027
1594,Mpindang'ombe,Dowa,Central,2320.027027027027
1595,Mpisi,Dowa,Central,2320.027027027027
1596,Mpondamwala,Dowa,Central,2320.027027027027
1597,Mponela,Dowa,Central,2320.027027027027
1598,Mpozera,Dowa,Central,2320.027027027027
1599,Msakambewa,Dowa,Central,2320.027027027027
1600,Msalanyama,Dowa,Central,2320.027027027027
1601,Msangu,Dowa,Central,2320.027027027027
1602,Msatsi,Dowa,Central,2320.027027027027
1603,Msokonezi,Dowa,Central,2320.027027027027
1604,Mtanila,Dowa,Central,2320.027027027027
1605,Mtata,Dowa,Central,2320.027027027027
1606,Mtembe,Dowa,Central,2320.027027027027
1607,Mtengowanthenga,Dowa,Central,2320.027027027027
1608,Mthengomwacha,Dowa,Central,2320.027027027027
1609,Mtimaukanena,Dowa,Central,2320.027027027027
1610,Mtsiro,Dowa,Central,2320.027027027027
1611,Mtumbati,Dowa,Central,2320.027027027027
1612,Mtumodzi,Dowa,Central,2320.027027027027
1613,Mtungu,Dowa,Central,2320.027027027027
1614,Muyesakumva,Dowa,Central,2320.027027027027
1615,Mwabwerachaje,Dowa,Central,2320.027027027027
1616,Mwachalo,Dowa,Central,2320.027027027027
1617,Mwachipula,Dowa,Central,2320.027027027027
1618,Mwachiswa,Dowa,Central,2320.027027027027
1619,Mwakana,Dowa,Central,2320.027027027027
1620,Mwanamanga,Dowa,Central,2320.027027027027
1621,Mwancheka,Dowa,Central,2320.027027027027
1622,Mwangala,Dowa,Central,2320.027027027027
1623,Mwanza I,Dowa,Central,2320.027027027027
1624,Mwaulambo,Dowa,Central,2320.027027027027
1625,Mwavu,Dowa,Central,2320.027027027027
1626,Mwimba,Dowa,Central,2320.027027027027
1627,Mzila,Dowa,Central,2320.027027027027
1628,Nakhalu,Dowa,Central,2320.027027027027
1629,Nambamba,Dowa,Central,2320.027027027027
1630,Nambela,Dowa,Central,2320.027027027027
1631,Namkumba,Dowa,Central,2320.027027027027
1632,Namoni,Dowa,Central,2320.027027027027
1633,Nanthambwe,Dowa,Central,2320.027027027027
1634,Ndambi,Dowa,Central,2320.027027027027
1635,Ndelemani,Dowa,Central,2320.027027027027
1636,Ndondwe,Dowa,Central,2320.027027027027
1637,Nduwaluwa,Dowa,Central,2320.027027027027
1638,Ngombende,Dowa,Central,2320.027027027027
1639,Njati,Dowa,Central,2320.027027027027
1640,Nkathama,Dowa,Central,2320.027027027027
1641,Nkhalongo,Dowa,Central,2320.027027027027
1642,Nkhamanga,Dowa,Central,2320.027027027027
1643,Nkhandwe,Dowa,Central,2320.027027027027
1644,Nkhono,Dowa,Central,2320.027027027027
1645,Nkhuyu,Dowa,Central,2320.027027027027
1646,Nthanga,Dowa,Central,2320.027027027027
1647,Nyagala,Dowa,Central,2320.027027027027
1648,Nyalubwe,Dowa,Central,2320.027027027027
1649,Nyengere,Dowa,Central,2320.027027027027
1650,Nyongani,Dowa,Central,2320.027027027027
1651,Nyundo,Dowa,Central,2320.027027027027
1652,Pemba,Dowa,Central,2320.027027027027
1653,Pheleni,Dowa,Central,2320.027027027027
1654,Photora,Dowa,Central,2320.027027027027
1655,Phwetekere,Dowa,Central,2320.027027027027
1656,Salalowa,Dowa,Central,2320.027027027027
1657,Samuel,Dowa,Central,2320.027027027027
1658,Samveka,Dowa,Central,2320.027027027027
1659,Sandulizeni,Dowa,Central,2320.027027027027
1660,Sangambe,Dowa,Central,2320.027027027027
1661,Sangayambe,Dowa,Central,2320.027027027027
1662,Sapulaye,Dowa,Central,2320.027027027027
1663,Sauchi,Dowa,Central,2320.027027027027
1664,Sekelele,Dowa,Central,2320.027027027027
1665,Sengani,Dowa,Central,2320.027027027027
1666,Simbi,Dowa,Central,2320.027027027027
1667,Simokonjawe,Dowa,Central,2320.027027027027
1668,Simwira,Dowa,Central,2320.027027027027
1669,Sintala,Dowa,Central,2320.027027027027
1670,Soko,Dowa,Central,2320.027027027027
1671,Solomon,Dowa,Central,2320.027027027027
1672,Sosola,Dowa,Central,2320.027027027027
1673,Sungeni,Dowa,Central,2320.027027027027
1674,Tchawale,Dowa,Central,2320.027027027027
1675,Thumba,Dowa,Central,2320.027027027027
1676,Topaizi,Dowa,Central,2320.027027027027
1677,Tsalakunja,Dowa,Central,2320.027027027027
1678,Tsankanga,Dowa,Central,2320.027027027027
1679,Vumo,Dowa,Central,2320.027027027027
1680,Wiziri,Dowa,Central,2320.027027027027
1681,Yohane,Dowa,Central,2320.027027027027
1682,Yowasi,Dowa,Central,2320.027027027027
1683,Zalire,Dowa,Central,2320.027027027027
1684,Zikapanda,Dowa,Central,2320.027027027027
1685,Zinam'dala,Dowa,Central,2320.027027027027
1686,Zingani,Dowa,Central,2320.027027027027
1687,Ab Mwakasungula,Karonga,North,2225.7804878048782
1688,Amon Sinyiza,Karonga,North,2225.7804878048782
1689,Amos Mwenechila,Karonga,North,2225.7804878048782
1690,Bonje,Karonga,North,2225.7804878048782
1691,Bunganilo,Karonga,North,2225.7804878048782
1692,Chauteka,Karonga,North,2225.7804878048782
1693,Cheghama,Karonga,North,2225.7804878048782
1694,Chilabila,Karonga,North,2225.7804878048782
1695,Chilonga,Karonga,North,2225.7804878048782
1696,Chimphinga,Karonga,North,2225.7804878048782
1697,Chipamila,Karonga,North,2225.7804878048782
1698,Chipimbininga,Karonga,North,2225.7804878048782
1699,Chisi,Karonga,North,2225.7804878048782
1700,Chisiza,Karonga,North,2225.7804878048782
1701,Chivundiko,Karonga,North,2225.7804878048782
1702,Chiyuni,Karonga,North,2225.7804878048782
1703,Chizumba,Karonga,North,2225.7804878048782
1704,Dick Chawinga,Karonga,North,2225.7804878048782
1705,Donald,Karonga,North,2225.7804878048782
1706,Etiwel I,Karonga,North,2225.7804878048782
1707,Fashoni,Karonga,North,2225.7804878048782
1708,Fundi,Karonga,North,2225.7804878048782
1709,Gonthaminga,Karonga,North,2225.7804878048782
1710,Gweleweta,Karonga,North,2225.7804878048782
1711,Humbo,Karonga,North,2225.7804878048782
1712,Jalanthowa,Karonga,North,2225.7804878048782
1713,Juma Kayira,Karonga,North,2225.7804878048782
1714,Kachaka,Karonga,North,2225.7804878048782
1715,Kachere,Karonga,North,2225.7804878048782
1716,Kafikisila,Karonga,North,2225.7804878048782
1717,Kalimanjira,Karonga,North,2225.7804878048782
1718,Kalimarwayo,Karonga,North,2225.7804878048782
1719,Kalongolera I,Karonga,North,2225.7804878048782
1720,Kamutenthenga,Karonga,North,2225.7804878048782
1721,Kaphika,Karonga,North,2225.7804878048782
1722,Kapiyira,Karonga,North,2225.7804878048782
1723,Kashata,Karonga,North,2225.7804878048782
1724,Kaswera II,Karonga,North,2225.7804878048782
1725,Katumbi,Karonga,North,2225.7804878048782
1726,Kayaghala,Karonga,North,2225.7804878048782
1727,Kayelekela,Karonga,North,2225.7804878048782
1728,Kayelewa,Karonga,North,2225.7804878048782
1729,Kayera,Karonga,North,2225.7804878048782
1730,Kayuni,Karonga,North,2225.7804878048782
1731,Kayuni II,Karonga,North,2225.7804878048782
1732,Kazguli I,Karonga,North,2225.7804878048782
1733,Kazguli II,Karonga,North,2225.7804878048782
1734,Kishombe,Karonga,North,2225.7804878048782
1735,Lalika,Karonga,North,2225.7804878048782
1736,Lameck Kambombo,Karonga,North,2225.7804878048782
1737,Malamula,Karonga,North,2225.7804878048782
1738,Malapura,Karonga,North,2225.7804878048782
1739,Malema II,Karonga,North,2225.7804878048782
1740,Manganani,Karonga,North,2225.7804878048782
1741,Marko Mwambinga,Karonga,North,2225.7804878048782
1742,Matambukila,Karonga,North,2225.7804878048782
1743,Maxwell,Karonga,North,2225.7804878048782
1744,Mazang'unya,Karonga,North,2225.7804878048782
1745,Mbatamila,Karonga,North,2225.7804878048782
1746,Mbemba,Karonga,North,2225.7804878048782
1747,Mbwiri,Karonga,North,2225.7804878048782
1748,Mchenjere,Karonga,North,2225.7804878048782
1749,Mdoka,Karonga,North,2225.7804878048782
1750,Melele,Karonga,North,2225.7804878048782
1751,Mesiya,Karonga,North,2225.7804878048782
1752,Mgabe,Karonga,North,2225.7804878048782
1753,Mkakatavu,Karonga,North,2225.7804878048782
1754,Mkwinda,Karonga,North,2225.7804878048782
1755,Mlonda,Karonga,North,2225.7804878048782
1756,Mlowoka,Karonga,North,2225.7804878048782
1757,Mnyazira,Karonga,North,2225.7804878048782
1758,Mphembamoto,Karonga,North,2225.7804878048782
1759,Mponda,Karonga,North,2225.7804878048782
1760,Mponela,Karonga,North,2225.7804878048782
1761,Mtekera,Karonga,North,2225.7804878048782
1762,Mtekera I,Karonga,North,2225.7804878048782
1763,Mtoba,Karonga,North,2225.7804878048782
1764,Mtowelayifwa,Karonga,North,2225.7804878048782
1765,Muchekacheka,Karonga,North,2225.7804878048782
1766,Mugoyera,Karonga,North,2225.7804878048782
1767,Mulinda,Karonga,North,2225.7804878048782
1768,Mulirasambo,Karonga,North,2225.7804878048782
1769,Mulwa II,Karonga,North,2225.7804878048782
1770,Mulyabweka,Karonga,North,2225.7804878048782
1771,Mung'ombwa,Karonga,North,2225.7804878048782
1772,Muzung'unya,Karonga,North,2225.7804878048782
1773,Mwafilaso,Karonga,North,2225.7804878048782
1774,Mwahimba,Karonga,North,2225.7804878048782
1775,Mwaisondola,Karonga,North,2225.7804878048782
1776,Mwakaboko,Karonga,North,2225.7804878048782
1777,Mwakalomba,Karonga,North,2225.7804878048782
1778,Mwakamogho,Karonga,North,2225.7804878048782
1779,Mwakanyamale,Karonga,North,2225.7804878048782
1780,Mwakashunguti,Karonga,North,2225.7804878048782
1781,Mwakasoko,Karonga,North,2225.7804878048782
1782,Mwakasungula,Karonga,North,2225.7804878048782
1783,Mwakawoko,Karonga,North,2225.7804878048782
1784,Mwakhwawa,Karonga,North,2225.7804878048782
1785,Mwakisenjere,Karonga,North,2225.7804878048782
1786,Mwakwama,Karonga,North,2225.7804878048782
1787,Mwalughali,Karonga,North,2225.7804878048782
1788,Mwamtawali,Karonga,North,2225.7804878048782
1789,Mwandambo,Karonga,North,2225.7804878048782
1790,Mwandenga,Karonga,North,2225.7804878048782
1791,Mwangalawa,Karonga,North,2225.7804878048782
1792,Mwangamira,Karonga,North,2225.7804878048782
1793,Mwanganda,Karonga,North,2225.7804878048782
1794,Mwangolera,Karonga,North,2225.7804878048782
1795,Mwangomba,Karonga,North,2225.7804878048782
1796,Mwangosi,Karonga,North,2225.7804878048782
1797,Mwangulukulu,Karonga,North,2225.7804878048782
1798,Mwanguluwe,Karonga,North,2225.7804878048782
1799,Mwangwara,Karonga,North,2225.7804878048782
1800,Mwangweo,Karonga,North,2225.7804878048782
1801,Mwanjalabala,Karonga,North,2225.7804878048782
1802,Mwankenja I,Karonga,North,2225.7804878048782
1803,Mwankenja II,Karonga,North,2225.7804878048782
1804,Mwansalano,Karonga,North,2225.7804878048782
1805,Mwantende II,Karonga,North,2225.7804878048782
1806,Mwanyanja,Karonga,North,2225.7804878048782
1807,Mwanyesha I,Karonga,North,2225.7804878048782
1808,Mwanyesha III,Karonga,North,2225.7804878048782
1809,Mwanyongo,Karonga,North,2225.7804878048782
1810,Mwapaghatwa,Karonga,North,2225.7804878048782
1811,Mwausegha,Karonga,North,2225.7804878048782
1812,Mwawembe  I,Karonga,North,2225.7804878048782
1813,Mwawembe Karonga,Karonga,North,2225.7804878048782
1814,Mwayibeyu,Karonga,North,2225.7804878048782
1815,Mwazolokele,Karonga,North,2225.7804878048782
1816,Mweghama,Karonga,North,2225.7804878048782
1817,Mwembe,Karonga,North,2225.7804878048782
1818,Mwenechilanga,Karonga,North,2225.7804878048782
1819,Mwenekabwe,Karonga,North,2225.7804878048782
1820,Mwenekawe,Karonga,North,2225.7804878048782
1821,Mwenelupembe,Karonga,North,2225.7804878048782
1822,Mwenemambwe,Karonga,North,2225.7804878048782
1823,Mwenengolongo,Karonga,North,2225.7804878048782
1824,Mwenipela,Karonga,North,2225.7804878048782
1825,Mwenitete,Karonga,North,2225.7804878048782
1826,Mweniwisi,Karonga,North,2225.7804878048782
1827,Mwentanga I,Karonga,North,2225.7804878048782
1828,Myeleka,Karonga,North,2225.7804878048782
1829,Ndovi,Karonga,North,2225.7804878048782
1830,Ngemela,Karonga,North,2225.7804878048782
1831,Ngosi,Karonga,North,2225.7804878048782
1832,Njalayankhunda,Karonga,North,2225.7804878048782
1833,Njara Ikwenda,Karonga,North,2225.7804878048782
1834,Nkhomo Sichali,Karonga,North,2225.7804878048782
1835,Ntangala,Karonga,North,2225.7804878048782
1836,Peter Mwangalaba,Karonga,North,2225.7804878048782
1837,Rubeni,Karonga,North,2225.7804878048782
1838,Sefu,Karonga,North,2225.7804878048782
1839,Simfukwe,Karonga,North,2225.7804878048782
1840,Timoti Munthali,Karonga,North,2225.7804878048782
1841,Ukanga,Karonga,North,2225.7804878048782
1842,Undaninge,Karonga,North,2225.7804878048782
1843,Vundakulwayo,Karonga,North,2225.7804878048782
1844,Vunganthenda,Karonga,North,2225.7804878048782
1845,Walamba,Karonga,North,2225.7804878048782
1846,Welusi,Karonga,North,2225.7804878048782
1847,Yalema,Karonga,North,2225.7804878048782
1848,Zengelanjala,Karonga,North,2225.7804878048782
1849,Zindi,Karonga,North,2225.7804878048782
1850,Zindili,Karonga,North,2225.7804878048782
1851,20 Block,Kasungu,Central,2172.5592783505153
1852,Bango,Kasungu,Central,2172.5592783505153
1853,Bejemani,Kasungu,Central,2172.5592783505153
1854,Belele,Kasungu,Central,2172.5592783505153
1855,Besani,Kasungu,Central,2172.5592783505153
1856,Bilare,Kasungu,Central,2172.5592783505153
1857,Bimphi,Kasungu,Central,2172.5592783505153
1858,Bobo,Kasungu,Central,2172.5592783505153
1859,Bondo,Kasungu,Central,2172.5592783505153
1860,Boyole,Kasungu,Central,2172.5592783505153
1861,Buza,Kasungu,Central,2172.5592783505153
1862,Bwanali,Kasungu,Central,2172.5592783505153
1863,Bwemba,Kasungu,Central,2172.5592783505153
1864,Chagwira,Kasungu,Central,2172.5592783505153
1865,Chaima,Kasungu,Central,2172.5592783505153
1866,Chakolagalu,Kasungu,Central,2172.5592783505153
1867,Chakwanira,Kasungu,Central,2172.5592783505153
1868,Chamamatira,Kasungu,Central,2172.5592783505153
1869,Chambwe,Kasungu,Central,2172.5592783505153
1870,Chamkoma,Kasungu,Central,2172.5592783505153
1871,Chamkoma II,Kasungu,Central,2172.5592783505153
1872,Changaluwa,Kasungu,Central,2172.5592783505153
1873,Chanika,Kasungu,Central,2172.5592783505153
1874,Chanjowa,Kasungu,Central,2172.5592783505153
1875,Chao,Kasungu,Central,2172.5592783505153
1876,Chaola,Kasungu,Central,2172.5592783505153
1877,Chapekuka,Kasungu,Central,2172.5592783505153
1878,Chatalala,Kasungu,Central,2172.5592783505153
1879,Chavula,Kasungu,Central,2172.5592783505153
1880,Chayamba,Kasungu,Central,2172.5592783505153
1881,Chaziya,Kasungu,Central,2172.5592783505153
1882,Chenje,Kasungu,Central,2172.5592783505153
1883,Chidelezi,Kasungu,Central,2172.5592783505153
1884,Chifipo,Kasungu,Central,2172.5592783505153
1885,Chigadula,Kasungu,Central,2172.5592783505153
1886,Chigodi,Kasungu,Central,2172.5592783505153
1887,Chiheni,Kasungu,Central,2172.5592783505153
1888,Chikanda,Kasungu,Central,2172.5592783505153
1889,Chikhalika,Kasungu,Central,2172.5592783505153
1890,Chikomeni,Kasungu,Central,2172.5592783505153
1891,Chikosa,Kasungu,Central,2172.5592783505153
1892,Chikoza,Kasungu,Central,2172.5592783505153
1893,Chikwanda,Kasungu,Central,2172.5592783505153
1894,Chikwembani,Kasungu,Central,2172.5592783505153
1895,Chikwezi,Kasungu,Central,2172.5592783505153
1896,Chilasa,Kasungu,Central,2172.5592783505153
1897,Chilawo,Kasungu,Central,2172.5592783505153
1898,Chilemba,Kasungu,Central,2172.5592783505153
1899,Chilindila,Kasungu,Central,2172.5592783505153
1900,Chilinjemalo,Kasungu,Central,2172.5592783505153
1901,Chilowa,Kasungu,Central,2172.5592783505153
1902,Chima,Kasungu,Central,2172.5592783505153
1903,Chimangeni,Kasungu,Central,2172.5592783505153
1904,Chimbilanjara,Kasungu,Central,2172.5592783505153
1905,Chimbiya,Kasungu,Central,2172.5592783505153
1906,Chimelera,Kasungu,Central,2172.5592783505153
1907,Chimgogo,Kasungu,Central,2172.5592783505153
1908,Chimpamba,Kasungu,Central,2172.5592783505153
1909,Chimpiko,Kasungu,Central,2172.5592783505153
1910,Chimsewu,Kasungu,Central,2172.5592783505153
1911,Chimtenje,Kasungu,Central,2172.5592783505153
1912,Chimtima,Kasungu,Central,2172.5592783505153
1913,Chimuzi,Kasungu,Central,2172.5592783505153
1914,Chimwaye,Kasungu,Central,2172.5592783505153
1915,Chindevu,Kasungu,Central,2172.5592783505153
1916,Chindubwanji,Kasungu,Central,2172.5592783505153
1917,Chindulu,Kasungu,Central,2172.5592783505153
1918,Chinjoka,Kasungu,Central,2172.5592783505153
1919,Chinkhang'ombe,Kasungu,Central,2172.5592783505153
1920,Chinkhokwe,Kasungu,Central,2172.5592783505153
1921,Chinkhoma,Kasungu,Central,2172.5592783505153
1922,Chinkhombwe,Kasungu,Central,2172.5592783505153
1923,Chinkhwangwa,Kasungu,Central,2172.5592783505153
1924,Chintcheto,Kasungu,Central,2172.5592783505153
1925,Chinula,Kasungu,Central,2172.5592783505153
1926,Chinyama,Kasungu,Central,2172.5592783505153
1927,Chinyanga,Kasungu,Central,2172.5592783505153
1928,Chiotha,Kasungu,Central,2172.5592783505153
1929,Chipalansenga,Kasungu,Central,2172.5592783505153
1930,Chipangula,Kasungu,Central,2172.5592783505153
1931,Chipembere,Kasungu,Central,2172.5592783505153
1932,Chipokolo,Kasungu,Central,2172.5592783505153
1933,Chiponjora,Kasungu,Central,2172.5592783505153
1934,Chipoza,Kasungu,Central,2172.5592783505153
1935,Chipozinkhono,Kasungu,Central,2172.5592783505153
1936,Chipumba,Kasungu,Central,2172.5592783505153
1937,Chisalala,Kasungu,Central,2172.5592783505153
1938,Chisamba,Kasungu,Central,2172.5592783505153
1939,Chisanjire,Kasungu,Central,2172.5592783505153
1940,Chisazima,Kasungu,Central,2172.5592783505153
1941,Chiseka,Kasungu,Central,2172.5592783505153
1942,Chisemphere,Kasungu,Central,2172.5592783505153
1943,Chisepo,Kasungu,Central,2172.5592783505153
1944,Chisikwa,Kasungu,Central,2172.5592783505153
1945,Chisinga,Kasungu,Central,2172.5592783505153
1946,Chitolechi,Kasungu,Central,2172.5592783505153
1947,Chitota,Kasungu,Central,2172.5592783505153
1948,Chitsime,Kasungu,Central,2172.5592783505153
1949,Chitsulo,Kasungu,Central,2172.5592783505153
1950,Chiugzyeni,Kasungu,Central,2172.5592783505153
1951,Chivundula,Kasungu,Central,2172.5592783505153
1952,Chivwale,Kasungu,Central,2172.5592783505153
1953,Chivwamila,Kasungu,Central,2172.5592783505153
1954,Chiwelera,Kasungu,Central,2172.5592783505153
1955,Chiwengo,Kasungu,Central,2172.5592783505153
1956,Chomola,Kasungu,Central,2172.5592783505153
1957,Chorwe,Kasungu,Central,2172.5592783505153
1958,Dambo,Kasungu,Central,2172.5592783505153
1959,Diwala,Kasungu,Central,2172.5592783505153
1960,Doka,Kasungu,Central,2172.5592783505153
1961,Dokowe,Kasungu,Central,2172.5592783505153
1962,Dwambe,Kasungu,Central,2172.5592783505153
1963,Eliyabambo,Kasungu,Central,2172.5592783505153
1964,Eliyasi,Kasungu,Central,2172.5592783505153
1965,Fowo,Kasungu,Central,2172.5592783505153
1966,Fwifwi,Kasungu,Central,2172.5592783505153
1967,Fyoti,Kasungu,Central,2172.5592783505153
1968,Galuwakuda,Kasungu,Central,2172.5592783505153
1969,Gandaira,Kasungu,Central,2172.5592783505153
1970,Gideon,Kasungu,Central,2172.5592783505153
1971,Gija,Kasungu,Central,2172.5592783505153
1972,Gogode,Kasungu,Central,2172.5592783505153
1973,Gong'ontha,Kasungu,Central,2172.5592783505153
1974,Guchi,Kasungu,Central,2172.5592783505153
1975,Gunthe,Kasungu,Central,2172.5592783505153
1976,Gwaligwali,Kasungu,Central,2172.5592783505153
1977,Gwaza,Kasungu,Central,2172.5592783505153
1978,Gwetsere,Kasungu,Central,2172.5592783505153
1979,Hanyezi,Kasungu,Central,2172.5592783505153
1980,James,Kasungu,Central,2172.5592783505153
1981,Jembe,Kasungu,Central,2172.5592783505153
1982,Jilimono,Kasungu,Central,2172.5592783505153
1983,Jogo,Kasungu,Central,2172.5592783505153
1984,Joloji,Kasungu,Central,2172.5592783505153
1985,Julius,Kasungu,Central,2172.5592783505153
1986,Jumbo,Kasungu,Central,2172.5592783505153
